State;Year;PacksPerCapita;treated
North Dakota;1992;74.30000305;0
Ohio;1992;112.3000031;0
Oklahoma;1992;86.30000305;0
Pennsylvania;1992;96.19999695;0
Rhode Island;1992;100.0999985;0
South Carolina;1992;112.8000031;0
South Dakota;1992;93;0
Tennessee;1992;121;0
Texas;1992;77.19999695;0
Utah;1992;55;0
Vermont;1992;126.5;0
Virginia;1992;108.1999969;0
West Virginia;1992;97.90000153;0
Wisconsin;1992;96.19999695;0
Wyoming;1992;110.8000031;0
California;1992;67.5;1
Alabama;1993;108.5;0
Arkansas;1993;113.8000031;0
Colorado;1993;88.59999847;0
Connecticut;1993;79.09999847;0
Delaware;1993;123.8000031;0
Georgia;1993;109.1999969;0
Idaho;1993;86.69999695;0
Illinois;1993;94.59999847;0
Indiana;1993;126.8000031;0
Iowa;1993;92.5;0
Kansas;1993;89.90000153;0
Kentucky;1993;167.6000061;0
Louisiana;1993;106.1999969;0
Maine;1993;108.5;0
Minnesota;1993;81.59999847;0
Mississippi;1993;105.4000015;0
Missouri;1993;121.5999985;0
Montana;1993;86;0
Nebraska;1993;91.09999847;0
Nevada;1993;108.0999985;0
New Hampshire;1993;148.8999939;0
New Mexico;1993;69;0
North Carolina;1993;129.6999969;0
North Dakota;1993;83;0
Ohio;1993;108.9000015;0
Oklahoma;1993;86.19999695;0
Pennsylvania;1993;94.69999695;0
Rhode Island;1993;94.09999847;0
South Carolina;1993;115.1999969;0
South Dakota;1993;91.59999847;0
Tennessee;1993;120.8000031;0
Texas;1993;81.30000305;0
Utah;1993;56.20000076;0
Vermont;1993;117.1999969;0
Virginia;1993;105.4000015;0
West Virginia;1993;111;0
Wisconsin;1993;91.19999695;0
Wyoming;1993;108.4000015;0
California;1993;63.40000153;1
Alabama;1994;107.0999985;0
Arkansas;1994;108.8000031;0
Colorado;1994;89.09999847;0
Connecticut;1994;76.59999847;0
Delaware;1994;126.0999985;0
Georgia;1994;107.8000031;0
Idaho;1994;93;0
Illinois;1994;85.69999695;0
Indiana;1994;128.1999969;0
Iowa;1994;93.40000153;0
Kansas;1994;89.09999847;0
Kentucky;1994;170.1000061;0
Louisiana;1994;105.3000031;0
Maine;1994;101.5999985;0
Minnesota;1994;83.40000153;0
Mississippi;1994;106;0
Missouri;1994;119.4000015;0
Montana;1994;88.19999695;0
Nebraska;1994;85.90000153;0
Nevada;1994;105.1999969;0
New Hampshire;1994;153.8000031;0
New Mexico;1994;68.19999695;0
North Carolina;1994;112.6999969;0
North Dakota;1994;81;0
Ohio;1994;108.5999985;0
Oklahoma;1994;104.8000031;0
Pennsylvania;1994;95.40000153;0
Rhode Island;1994;91.90000153;0
South Carolina;1994;112.1999969;0
South Dakota;1994;94.80000305;0
Tennessee;1994;118.8000031;0
Texas;1994;78.80000305;0
Utah;1994;55.79999924;0
Vermont;1994;120.3000031;0
Virginia;1994;106.1999969;0
West Virginia;1994;104.1999969;0
Wisconsin;1994;91.80000305;0
Wyoming;1994;111.1999969;0
California;1994;58.59999847;1
Alabama;1995;102.5999985;0
Arkansas;1995;113;0
Colorado;1995;85.40000153;0
Connecticut;1995;79.30000305;0
Delaware;1995;127.1999969;0
Georgia;1995;100.3000031;0
Idaho;1995;78.19999695;0
Illinois;1995;84.30000305;0
Indiana;1995;135.3999939;0
Iowa;1995;93;0
Kansas;1995;90.09999847;0
Kentucky;1995;175.3000031;0
Louisiana;1995;105.6999969;0
Maine;1995;102.3000031;0
Minnesota;1995;84.09999847;0
Mississippi;1995;107.5;0
Missouri;1995;124;0
Montana;1995;90.5;0
Nebraska;1995;88.5;0
Nevada;1995;100.9000015;0
New Hampshire;1995;158.5;0
New Mexico;1995;67;0
North Carolina;1995;124.9000015;0
North Dakota;1995;80.59999847;0
Ohio;1995;111.6999969;0
Oklahoma;1995;109.5;0
Pennsylvania;1995;95.40000153;0
Rhode Island;1995;90.80000305;0
South Carolina;1995;109.1999969;0
South Dakota;1995;98.59999847;0
Tennessee;1995;125.4000015;0
Texas;1995;75.19999695;0
Utah;1995;52;0
Vermont;1995;123.1999969;0
Virginia;1995;106.6999969;0
West Virginia;1995;115.1999969;0
Wisconsin;1995;93.5;0
Wyoming;1995;115;0
California;1995;56.40000153;1
Alabama;1996;101.4000015;0
Arkansas;1996;110.6999969;0
Colorado;1996;83.09999847;0
Connecticut;1996;76;0
Delaware;1996;128.3000031;0
Georgia;1996;102.6999969;0
Idaho;1996;73.59999847;0
Illinois;1996;81.80000305;0
Indiana;1996;135.1000061;0
Iowa;1996;94;0
Kansas;1996;88.69999695;0
Kentucky;1996;179;0
Louisiana;1996;106.8000031;0
Maine;1996;100;0
Minnesota;1996;81.69999695;0
Mississippi;1996;106.9000015;0
Missouri;1996;124.0999985;0
Montana;1996;87.30000305;0
Nebraska;1996;86.19999695;0
Nevada;1996;99;0
New Hampshire;1996;158;0
New Mexico;1996;65.69999695;0
North Carolina;1996;129.6999969;0
North Dakota;1996;80.80000305;0
Ohio;1996;107.5999985;0
Oklahoma;1996;110.8000031;0
Pennsylvania;1996;93.30000305;0
Rhode Island;1996;87.5;0
South Carolina;1996;102.9000015;0
South Dakota;1996;92.30000305;0
Tennessee;1996;119.1999969;0
Texas;1996;74.59999847;0
Utah;1996;54;0
Vermont;1996;102.5;0
Virginia;1996;104.5999985;0
West Virginia;1996;112.6999969;0
Wisconsin;1996;92.09999847;0
Wyoming;1996;110.3000031;0
California;1996;54.5;1
Alabama;1997;104.9000015;0
Arkansas;1997;108.6999969;0
Colorado;1997;81.30000305;0
Connecticut;1997;75.90000153;0
Delaware;1997;124.0999985;0
Georgia;1997;100.5999985;0
Idaho;1997;75;0
Illinois;1997;79.59999847;0
Indiana;1997;135.3000031;0
Iowa;1997;93.90000153;0
Kansas;1997;89.19999695;0
Kentucky;1997;186.8000031;0
Louisiana;1997;105.3000031;0
Maine;1997;101.0999985;0
Minnesota;1997;84.09999847;0
Mississippi;1997;106.3000031;0
Missouri;1997;120.5999985;0
Montana;1997;88.90000153;0
Nebraska;1997;85.5;0
Nevada;1997;95.59999847;0
New Hampshire;1997;174.3999939;0
New Mexico;1997;61.79999924;0
North Carolina;1997;125.5999985;0
North Dakota;1997;77.5;0
Ohio;1997;108.5999985;0
Oklahoma;1997;111.8000031;0
Pennsylvania;1997;92.90000153;0
Rhode Island;1997;90;0
South Carolina;1997;124.5;0
South Dakota;1997;88.80000305;0
Tennessee;1997;118.9000015;0
Texas;1997;72.59999847;0
Utah;1997;57;0
Vermont;1997;97.69999695;0
Virginia;1997;108;0
West Virginia;1997;114.5;0
Wisconsin;1997;91.90000153;0
Wyoming;1997;108.8000031;0
California;1997;53.79999924;1
Alabama;1998;106.1999969;0
Arkansas;1998;109.5;0
Colorado;1998;81.19999695;0
Connecticut;1998;75.5;0
Delaware;1998;132.8000031;0
Georgia;1998;100.5;0
Idaho;1998;78.90000153;0
Illinois;1998;80.30000305;0
Indiana;1998;135.8999939;0
Iowa;1998;94;0
Kansas;1998;87.59999847;0
Kentucky;1998;171.3000031;0
Louisiana;1998;103.1999969;0
Maine;1998;94.5;0
Minnesota;1998;83.19999695;0
Mississippi;1998;107;0
Missouri;1998;120.0999985;0
Montana;1998;89.09999847;0
Nebraska;1998;83.09999847;0
Nevada;1998;102.4000015;0
New Hampshire;1998;173.8000031;0
New Mexico;1998;62.59999847;0
North Carolina;1998;126;0
North Dakota;1998;79.09999847;0
Ohio;1998;106.4000015;0
Oklahoma;1998;112.1999969;0
Pennsylvania;1998;92.09999847;0
Rhode Island;1998;88.69999695;0
South Carolina;1998;126.9000015;0
South Dakota;1998;88.30000305;0
Tennessee;1998;119.6999969;0
Texas;1998;73.19999695;0
Utah;1998;42.29999924;0
Vermont;1998;97;0
Virginia;1998;105.5999985;0
West Virginia;1998;114.5999985;0
Wisconsin;1998;88.69999695;0
Wyoming;1998;102.9000015;0
California;1998;52.29999924;1
Alabama;1999;100.6999969;0
Arkansas;1999;104.8000031;0
Colorado;1999;79.59999847;0
Connecticut;1999;73.40000153;0
Delaware;1999;139.5;0
Georgia;1999;97.09999847;0
Idaho;1999;75.09999847;0
Illinois;1999;72.19999695;0
Indiana;1999;133.3000031;0
Iowa;1999;91.69999695;0
Kansas;1999;83.30000305;0
Kentucky;1999;165.3000031;0
Louisiana;1999;101;0
Maine;1999;85.5;0
Minnesota;1999;80.69999695;0
Mississippi;1999;103.9000015;0
Missouri;1999;118;0
Montana;1999;82.59999847;0
Nebraska;1999;86.59999847;0
Nevada;1999;103.9000015;0
New Hampshire;1999;171.6999969;0
New Mexico;1999;59.70000076;0
North Carolina;1999;113.0999985;0
North Dakota;1999;74.69999695;0
Ohio;1999;104;0
Oklahoma;1999;111.4000015;0
Pennsylvania;1999;91.09999847;0
Rhode Island;1999;86.90000153;0
South Carolina;1999;109.4000015;0
South Dakota;1999;83.5;0
Tennessee;1999;115.5999985;0
Texas;1999;67.59999847;0
Utah;1999;43.90000153;0
Vermont;1999;94.09999847;0
Virginia;1999;102.0999985;0
West Virginia;1999;112.4000015;0
Wisconsin;1999;84.40000153;0
Wyoming;1999;104.8000031;0
California;1999;47.20000076;1
Alabama;2000;96.19999695;0
Arkansas;2000;99.40000153;0
Colorado;2000;73;0
Connecticut;2000;71.40000153;0
Delaware;2000;140.6999969;0
Georgia;2000;88.40000153;0
Idaho;2000;66.90000153;0
Illinois;2000;70;0
Indiana;2000;125.5;0
Iowa;2000;88.90000153;0
Kansas;2000;79.80000305;0
Kentucky;2000;156.1999969;0
Louisiana;2000;104.3000031;0
Maine;2000;82.90000153;0
Minnesota;2000;76;0
Mississippi;2000;97.19999695;0
Missouri;2000;113.8000031;0
Montana;2000;75.5;0
Nebraska;2000;77.59999847;0
Nevada;2000;93.19999695;0
New Hampshire;2000;147.3000031;0
New Mexico;2000;53.79999924;0
North Carolina;2000;109;0
North Dakota;2000;72.5;0
Ohio;2000;99.90000153;0
Oklahoma;2000;108.9000015;0
Pennsylvania;2000;87.90000153;0
Rhode Island;2000;83.09999847;0
South Carolina;2000;103.9000015;0
South Dakota;2000;75.09999847;0
Tennessee;2000;108.6999969;0
Texas;2000;69.30000305;0
Utah;2000;40.70000076;0
Vermont;2000;88.90000153;0
Virginia;2000;96.69999695;0
West Virginia;2000;107.9000015;0
Wisconsin;2000;80.09999847;0
Wyoming;2000;90.5;0
California;2000;41.59999847;1
