year,state_id,lgearnwke,non_missing_obs,in_lab_force,unemp,uhourse,state,first_dif_lnwage,prev_lnwage,prev_unemp,prev_uhourse,prev_first_dif_lnwage
1985,IA,5.3484282,.58949417,.27626458,.083333336,35.636963,42,.097614765,5.2508135,.039119806,35.369049,.095544338
1986,IA,5.3187623,.64139342,.21721311,.075916231,35.591053,42,-.029665947,5.3484282,.083333336,35.636963,.097614765
1987,IA,5.3380675,.66147858,.21400778,.047029704,35.173531,42,.019305229,5.3187623,.075916231,35.591053,-.029665947
1988,IA,5.4154634,.66034156,.21062618,.026442308,36.218391,42,.077395916,5.3380675,.047029704,35.173531,.019305229
1989,IA,5.4191437,.73211008,0,.040366974,34.957394,42,.0036802292,5.4154634,.026442308,36.218391,.077395916
1990,IA,5.5596743,.67542213,0,.037523452,36.188889,42,.14053059,5.4191437,.040366974,34.957394,.0036802292
1991,IA,5.581882,.68411869,0,.047120418,36.959183,42,.022207737,5.5596743,.037523452,36.188889,.14053059
1992,IA,5.6418867,.71090907,0,.065454543,36.414322,42,.060004711,5.581882,.047120418,36.959183,.022207737
1993,IA,5.7175264,.7191413,0,.051878355,37.099503,42,.075639725,5.6418867,.065454543,36.414322,.060004711
1994,IA,5.7332411,.71513945,.16932271,.03117506,35.476322,42,.015714645,5.7175264,.051878355,37.099503,.075639725
1995,IA,5.7826447,.74398249,.14660831,.03846154,35.188236,42,.049403667,5.7332411,.03117506,35.476322,.015714645
1996,IA,5.7897477,.74051899,.11776447,.033936653,35.331535,42,.0071029663,5.7826447,.03846154,35.188236,.049403667
1997,IA,5.8472118,.78222221,.12444445,.017766498,34.215908,42,.057464123,5.7897477,.033936653,35.331535,.0071029663
1998,IA,5.8562336,.78017241,.13362069,.02238806,35.599449,42,.009021759,5.8472118,.017766498,34.215908,.057464123
1999,IA,5.9881868,.7714932,.15384616,.013368984,34.146629,42,.13195324,5.8562336,.02238806,35.599449,.009021759
1979,ID,4.818552,.48949578,.36134455,.052631579,33.23605,82,,,,,
1980,ID,5.0571971,.49315068,.36815068,.070460707,35.142361,82,.23864508,4.818552,.052631579,33.23605,
1981,ID,5.1269603,.47261664,.37728193,.06514658,35.849785,82,.069763184,5.0571971,.070460707,35.142361,.23864508
1982,ID,5.1039219,.52822578,.32258064,.074404761,34.61832,82,-.023038387,5.1269603,.06514658,35.849785,.069763184
1983,ID,5.22369,.5413534,.32142857,.058171745,35.8125,82,.11976814,5.1039219,.074404761,34.61832,-.023038387
1984,ID,5.221034,.54313725,.31568629,.057306591,34.981949,82,-.002655983,5.22369,.058171745,35.8125,.11976814
1985,ID,5.3090615,.55198491,.28733459,.084880635,35.21233,82,.088027477,5.221034,.057306591,34.981949,-.002655983
1986,ID,5.2629828,.55138338,.29051384,.080779947,35.440861,82,-.046078682,5.3090615,.084880635,35.21233,.088027477
1987,ID,5.2799487,.60115606,.25048169,.071979433,35.602566,82,.016965866,5.2629828,.080779947,35.440861,-.046078682
1988,ID,5.328795,.59611648,.26990291,.050531916,35.003258,82,.048846245,5.2799487,.071979433,35.602566,.016965866
1989,ID,5.3763127,.59238094,0,.043809526,34.938908,82,.047517776,5.328795,.050531916,35.003258,.048846245
1990,ID,5.5100026,.64855075,0,.054347824,35.949722,82,.13368988,5.3763127,.043809526,34.938908,.047517776
1991,ID,5.5539989,.62298387,0,.044354837,35.39806,82,.043996334,5.5100026,.054347824,35.949722,.13368988
1992,ID,5.597867,.64522415,0,.064327486,35.776436,82,.043868065,5.5539989,.044354837,35.39806,.043996334
1993,ID,5.6834474,.62313432,0,.052238807,35.502995,82,.085580349,5.597867,.064327486,35.776436,.043868065
1994,ID,5.6515489,.63653487,.17890772,.050458714,34.514793,82,-.031898499,5.6834474,.052238807,35.502995,.085580349
1995,ID,5.6802201,.62422997,.23408625,.03753351,34.424343,82,.028671265,5.6515489,.050458714,34.514793,-.031898499
1996,ID,5.7384167,.65794766,.21126761,.045918368,33.963303,82,.058196545,5.6802201,.03753351,34.424343,.028671265
1997,ID,5.7845807,.67472118,.21375465,.052009456,34.011021,82,.046164036,5.7384167,.045918368,33.963303,.058196545
1998,ID,5.8099995,.64895636,.19734345,.026004728,33.061405,82,.025418758,5.7845807,.052009456,34.011021,.046164036
1999,ID,5.8898497,.6561265,.20355731,.032258064,33.186749,82,.079850197,5.8099995,.026004728,33.061405,.025418758
1979,IL,5.1416755,.55884206,.37193203,.057114229,36.058559,33,,,,,
1980,IL,5.2190723,.57370031,.3443425,.070895523,35.76226,33,.07739687,5.1416755,.057114229,36.058559,
1981,IL,5.3180861,.58545452,.31999999,.065953657,35.864388,33,.099013805,5.2190723,.070895523,35.76226,.07739687
1982,IL,5.3305092,.5580247,.32901233,.10119595,35.120575,33,.012423038,5.3180861,.065953657,35.864388,.099013805
1983,IL,5.4141278,.56603771,.32270658,.094140247,35.574711,33,.083618641,5.3305092,.10119595,35.120575,.012423038
1984,IL,5.4579463,.58790523,.30486286,.090582959,35.770943,33,.043818474,5.4141278,.094140247,35.574711,.083618641
1985,IL,5.4638004,.60517436,.30089989,.073209979,35.467472,33,.0058541298,5.4579463,.090582959,35.770943,.043818474
1986,IL,5.5393848,.61311841,.28682601,.074045204,36.749775,33,.075584412,5.4638004,.073209979,35.467472,.0058541298
1987,IL,5.5555329,.62578082,.28449744,.051587302,36.618874,33,.01614809,5.5393848,.074045204,36.749775,.075584412
1988,IL,5.6699891,.61174554,.28004351,.06268882,37.249779,33,.11445618,5.5555329,.051587302,36.618874,.01614809
1989,IL,5.6942706,.65563655,0,.027481772,36.751068,33,.024281502,5.6699891,.06268882,37.249779,.11445618
1990,IL,5.7440515,.65854949,0,.02488089,36.948551,33,.049780846,5.6942706,.027481772,36.751068,.024281502
1991,IL,5.8388658,.65515351,0,.029057018,37.118828,33,.094814301,5.7440515,.02488089,36.948551,.049780846
1992,IL,5.847362,.671875,0,.037388392,36.833057,33,.0084962845,5.8388658,.029057018,37.118828,.094814301
1993,IL,5.8724442,.67400879,0,.031387664,37.357025,33,.025082111,5.847362,.037388392,36.833057,.0084962845
1994,IL,5.9180846,.66387028,.22986577,.050108932,35.389217,33,.045640469,5.8724442,.031387664,37.357025,.025082111
1995,IL,5.9384036,.6755814,.22965117,.039245281,35.537865,33,.020318985,5.9180846,.050108932,35.389217,.045640469
1996,IL,5.9398928,.68606812,.22043344,.042891182,35.473827,33,.0014891624,5.9384036,.039245281,35.537865,.020318985
1997,IL,6.0492921,.68190598,.227302,.039999999,36.265347,33,.10939932,5.9398928,.042891182,35.473827,.0014891624
1998,IL,6.0933061,.70540708,.20633934,.051683635,36.307487,33,.044013977,6.0492921,.039999999,36.265347,.10939932
1999,IL,6.079174,.7326923,.1923077,.026190476,36.489941,33,-.014132023,6.0933061,.051683635,36.307487,.044013977
1979,IN,4.9994106,.54947615,.36204889,.05839416,36.25,32,,,,,
1980,IN,5.1596131,.5134474,.3386308,.11275416,36.664288,32,.1602025,4.9994106,.05839416,36.25,
1981,IN,5.172967,.54079252,.33799535,.11267605,36.353447,32,.013353825,5.1596131,.11275416,36.664288,.1602025
1982,IN,5.2267966,.52362204,.34776902,.10462777,35.303257,32,.05382967,5.172967,.11267605,36.353447,.013353825
1983,IN,5.253799,.56397516,.2968944,.093639575,35.64978,32,.027002335,5.2267966,.10462777,35.303257,.05382967
1984,IN,5.3023028,.55646259,.30884352,.084645666,36.288509,32,.048503876,5.253799,.093639575,35.64978,.027002335
1985,IN,5.3420014,.61027193,.27190334,.070539422,36.485149,32,.039698601,5.3023028,.084645666,36.288509,.048503876
1986,IN,5.3390899,.61163521,.26886791,.079569891,36.089973,32,-.0029115677,5.3420014,.070539422,36.485149,.039698601
1987,IN,5.4376841,.63316584,.25125629,.049217001,36.690475,32,.098594189,5.3390899,.079569891,36.089973,-.0029115677
1988,IN,5.4807506,.67777777,.24259259,.044009779,37.169399,32,.043066502,5.4376841,.049217001,36.690475,.098594189
1989,IN,5.4714842,.65981311,0,.028037382,36.501415,32,-.0092663765,5.4807506,.044009779,37.169399,.043066502
1990,IN,5.6054249,.68442625,0,.045081966,37.529942,32,.1339407,5.4714842,.028037382,36.501415,-.0092663765
1991,IN,5.6110959,.70393378,0,.039337475,36.52647,32,.0056710243,5.6054249,.045081966,37.529942,.1339407
1992,IN,5.6950336,.69259959,0,.043643262,37.857533,32,.083937645,5.6110959,.039337475,36.52647,.0056710243
1993,IN,5.7787933,.67107749,0,.037807185,38.233803,32,.083759785,5.6950336,.043643262,37.857533,.083937645
1994,IN,5.6888494,.66061705,.21597096,.048611112,35.368134,32,-.089943886,5.7787933,.037807185,38.233803,.083759785
1995,IN,5.7873011,.69615382,.18846154,.047393367,34.96685,32,.098451614,5.6888494,.048611112,35.368134,-.089943886
1996,IN,5.8385596,.71252567,.19301848,.025445292,34.573486,32,.051258564,5.7873011,.047393367,34.96685,.098451614
1997,IN,5.9290557,.7245509,.21157685,.022784811,34.889809,32,.090496063,5.8385596,.025445292,34.573486,.051258564
1998,IN,6.0526285,.66471738,.25730994,.028871391,36.173019,32,.12357283,5.9290557,.022784811,34.889809,.090496063
1999,IN,5.9712152,.70085472,.22222222,.016483517,35.228657,32,-.081413269,6.0526285,.028871391,36.173019,.12357283
1979,KS,5.0388269,.54756874,.3319239,.034810126,36.478764,47,,,,,
1980,KS,5.1152253,.60489511,.30944055,.045569621,37.075146,47,.076398373,5.0388269,.034810126,36.478764,
1981,KS,5.2294598,.59922928,.28709057,.035135135,36.678455,47,.11423445,5.1152253,.045569621,37.075146,.076398373
1982,KS,5.3046231,.55486542,.32919255,.037037037,36.671642,47,.075163364,5.2294598,.035135135,36.678455,.11423445
1983,KS,5.3545432,.58050847,.2648305,.066282421,37.142334,47,.049920082,5.3046231,.037037037,36.671642,.075163364
1984,KS,5.3786292,.62035227,.27005872,.03753351,35.99369,47,.024085999,5.3545432,.066282421,37.142334,.049920082
1985,KS,5.4651275,.65399998,.23999999,.047368422,36.363914,47,.08649826,5.3786292,.03753351,35.99369,.024085999
1986,KS,5.4623418,.61199999,.248,.063829787,36.405228,47,-.0027856827,5.4651275,.047368422,36.363914,.08649826
1987,KS,5.4687629,.64952379,.23809524,.039999999,35.753666,47,.0064210892,5.4623418,.063829787,36.405228,-.0027856827
1988,KS,5.5608058,.66451615,.2344086,.028089888,37.647247,47,.092042923,5.4687629,.039999999,35.753666,.0064210892
1989,KS,5.6429582,.68828827,0,.034234233,37.900524,47,.082152367,5.5608058,.028089888,37.647247,.092042923
1990,KS,5.6291924,.61023623,0,.033464566,37.351612,47,-.013765812,5.6429582,.034234233,37.900524,.082152367
1991,KS,5.7235408,.71043164,0,.037769783,37.541771,47,.094348431,5.6291924,.033464566,37.351612,-.013765812
1992,KS,5.7811103,.68727273,0,.023636363,37.542328,47,.057569504,5.7235408,.037769783,37.541771,.094348431
1993,KS,5.7867379,.69498068,0,.023166023,38.241665,47,.0056276321,5.7811103,.023636363,37.542328,.057569504
1994,KS,5.7824922,.6934461,.19238901,.031413611,36.204269,47,-.0042457581,5.7867379,.023166023,38.241665,.0056276321
1995,KS,5.771317,.69330454,.18790497,.045212764,35.881618,47,-.011175156,5.7824922,.031413611,36.204269,-.0042457581
1996,KS,5.8397737,.70788914,.18763326,.026246719,35.843372,47,.06845665,5.771317,.045212764,35.881618,-.011175156
1997,KS,5.8838906,.68468469,.19144145,.038997214,36.19408,47,.044116974,5.8397737,.026246719,35.843372,.06845665
1998,KS,5.9081359,.69138277,.18236473,.041666668,35.779709,47,.024245262,5.8838906,.038997214,36.19408,.044116974
1999,KS,5.9974923,.72560978,.17886178,.017326733,36.0028,47,.089356422,5.9081359,.041666668,35.779709,.024245262
1979,KY,5.0149064,.48801368,.38527396,.089136489,36.680702,61,,,,,
1980,KY,5.0503764,.53179973,.35317996,.064853556,36.236641,61,.035470009,5.0149064,.089136489,36.680702,
1981,KY,5.1640482,.52403098,.3627907,.080291972,35.931953,61,.11367178,5.0503764,.064853556,36.236641,.035470009
1982,KY,5.2596083,.52762926,.35828876,.080555558,36.364864,61,.095560074,5.1640482,.080291972,35.931953,.11367178
1983,KY,5.2816925,.50634921,.34920636,.1,36.432602,61,.022084236,5.2596083,.080555558,36.364864,.095560074
1984,KY,5.3490763,.54083484,.31760436,.10106383,36.865772,61,.067383766,5.2816925,.1,36.432602,.022084236
1985,KY,5.2560759,.52509654,.35135135,.098214284,35.70956,61,-.093000412,5.3490763,.10106383,36.865772,.067383766
1986,KY,5.2576122,.54133856,.36220473,.070987657,36.174545,61,.0015363693,5.2560759,.098214284,35.70956,-.093000412
1987,KY,5.3886929,.55882353,.30698529,.10079575,36.519737,61,.13108063,5.2576122,.070987657,36.174545,.0015363693
1988,KY,5.420907,.57499999,.30384615,.082872927,36.24749,61,.032214165,5.3886929,.10079575,36.519737,.13108063
1989,KY,5.5413151,.59805822,0,.044660196,37.415585,61,.12040806,5.420907,.082872927,36.24749,.032214165
1990,KY,5.6208758,.62195122,0,.028455285,36.892159,61,.079560757,5.5413151,.044660196,37.415585,.12040806
1991,KY,5.5607438,.56893545,0,.050610822,35.944786,61,-.060132027,5.6208758,.028455285,36.892159,.079560757
1992,KY,5.6853299,.61464357,0,.028901733,36.673981,61,.12458611,5.5607438,.050610822,35.944786,-.060132027
1993,KY,5.7238207,.58965516,0,.036206897,37.172516,61,.038490772,5.6853299,.028901733,36.673981,.12458611
1994,KY,5.6831756,.62574255,.2930693,.036414567,33.294304,61,-.040645123,5.7238207,.036206897,37.172516,.038490772
1995,KY,5.8473716,.63085938,.29101563,.035812672,35.151703,61,.16419601,5.6831756,.036414567,33.294304,-.040645123
1996,KY,5.7982783,.63088512,.28060263,.028795812,33.008957,61,-.049093246,5.8473716,.035812672,35.151703,.16419601
1997,KY,5.8866639,.62210339,.27272728,.06127451,34.730659,61,.088385582,5.7982783,.028795812,33.008957,-.049093246
1998,KY,5.8856916,.61585367,.30284554,.026239067,35.0033,61,-.00097227097,5.8866639,.06127451,34.730659,.088385582
1999,KY,5.9778838,.662,.264,.032608695,31.92145,61,.092192173,5.8856916,.026239067,35.0033,-.00097227097
1979,LA,4.9288955,.48320001,.43040001,.081460677,36.066227,72,,,,,
1980,LA,5.086237,.56350362,.36642337,.050691243,36.142487,72,.15734148,4.9288955,.081460677,36.066227,
1981,LA,5.1882806,.48639455,.41156462,.0867052,37.013985,72,.10204363,5.086237,.050691243,36.142487,.15734148
1982,LA,5.2087383,.50085181,.4088586,.080691643,35.925171,72,.020457745,5.1882806,.0867052,37.013985,.10204363
1983,LA,5.3300276,.5188356,.3510274,.10554089,37.48185,72,.12128925,5.2087383,.080691643,35.925171,.020457745
1984,LA,5.2990561,.55734766,.34587812,.079452053,35.581993,72,-.030971527,5.3300276,.10554089,37.48185,.12128925
1985,LA,5.4268627,.55138338,.32411069,.099415205,37.516129,72,.12780666,5.2990561,.079452053,35.581993,-.030971527
1986,LA,5.4130321,.52380955,.35610765,.12540193,36.735176,72,-.013830662,5.4268627,.099415205,37.516129,.12780666
1987,LA,5.4397969,.5427928,.34234235,.10273973,36.564316,72,.02676487,5.4130321,.12540193,36.735176,-.013830662
1988,LA,5.3946929,.55172414,.34482759,.082236841,36.375,72,-.045104027,5.4397969,.10273973,36.564316,.02676487
1989,LA,5.5469656,.54401803,0,.03160271,38.016598,72,.1522727,5.3946929,.082236841,36.375,-.045104027
1990,LA,5.5875006,.58471072,0,.030991735,37.957596,72,.040534973,5.5469656,.03160271,38.016598,.1522727
1991,LA,5.7040911,.56485355,0,.043933053,37.774075,72,.1165905,5.5875006,.030991735,37.957596,.040534973
1992,LA,5.6137757,.57173449,0,.059957173,36.46442,72,-.090315342,5.7040911,.043933053,37.774075,.1165905
1993,LA,5.749629,.57399106,0,.05605381,37.222656,72,.13585329,5.6137757,.059957173,36.46442,-.090315342
1994,LA,5.6721082,.62417585,.2835165,.067484662,35.281689,72,-.077520847,5.749629,.05605381,37.222656,.13585329
1995,LA,5.7684064,.62173039,.28973842,.048158642,35.28479,72,.096298218,5.6721082,.067484662,35.281689,-.077520847
1996,LA,5.6609745,.60952383,.29523811,.064864866,34.681252,72,-.10743189,5.7684064,.048158642,35.28479,.096298218
1997,LA,5.8327074,.64859438,.26104417,.038043477,34.32198,72,.1717329,5.6609745,.064864866,34.681252,-.10743189
1998,LA,5.8676691,.655303,.24810606,.055415615,34.153179,72,.0349617,5.8327074,.038043477,34.32198,.1717329
1999,LA,5.9757156,.63265306,.26530612,.047979798,34.082111,72,.10804653,5.8676691,.055415615,34.153179,.0349617
1979,MA,4.9663291,.60493827,.3251029,.056402437,33.5051,14,,,,,
1980,MA,5.0789137,.58472806,.35355648,.048543688,33.536674,14,.11258459,4.9663291,.056402437,33.5051,
1981,MA,5.232841,.62051284,.30358973,.04712813,34.158676,14,.15392733,5.0789137,.048543688,33.536674,.11258459
1982,MA,5.2318416,.61846155,.30769232,.062222224,33.804314,14,-.00099945068,5.232841,.04712813,34.158676,.15392733
1983,MA,5.3319812,.61523628,.27675989,.071999997,34.415359,14,.10013962,5.2318416,.062222224,33.804314,-.00099945068
1984,MA,5.4333181,.6461187,.26864535,.045785639,34.72438,14,.10133696,5.3319812,.071999997,34.415359,.10013962
1985,MA,5.4864912,.65866512,.27049181,.026484752,35.352001,14,.053173065,5.4333181,.045785639,34.72438,.10133696
1986,MA,5.566462,.67032331,.25635105,.033385094,35.32386,14,.079970837,5.4864912,.026484752,35.352001,.053173065
1987,MA,5.6284914,.67453915,.25,.024577573,35.054653,14,.062029362,5.566462,.033385094,35.32386,.079970837
1988,MA,5.7420325,.69794053,.2271167,.022205774,35.496723,14,.11354113,5.6284914,.024577573,35.054653,.062029362
1989,MA,5.8052297,.70698464,0,.013060761,35.436947,14,.063197136,5.7420325,.022205774,35.496723,.11354113
1990,MA,5.8530345,.67253119,0,.023269013,35.584808,14,.047804832,5.8052297,.013060761,35.436947,.063197136
1991,MA,5.8733439,.66759157,0,.032741398,35.500416,14,.020309448,5.8530345,.023269013,35.584808,.047804832
1992,MA,5.9373579,.68109339,0,.039863326,35.672241,14,.064013958,5.8733439,.032741398,35.500416,.020309448
1993,MA,5.9506412,.69675088,0,.046931408,35.771156,14,.013283253,5.9373579,.039863326,35.672241,.064013958
1994,MA,5.9572983,.67603308,.2214876,.049539987,34.114098,14,.0066571236,5.9506412,.046931408,35.771156,.013283253
1995,MA,6.0323734,.70622456,.20069808,.040756915,34.827843,14,.07507515,5.9572983,.049539987,34.114098,.0066571236
1996,MA,6.0179477,.69936711,.21624473,.022880215,33.502262,14,-.014425755,6.0323734,.040756915,34.827843,.07507515
1997,MA,6.1153202,.70358652,.19831224,.035526317,34.427288,14,.097372532,6.0179477,.022880215,33.502262,-.014425755
1998,MA,6.1067634,.73378837,.19112629,.016877636,34.244961,14,-.0085568428,6.1153202,.035526317,34.427288,.097372532
1999,MA,6.1831636,.72945207,.19977169,.02425107,33.687012,14,.07640028,6.1067634,.016877636,34.244961,-.0085568428
1979,MD,5.1612124,.6227209,.30154279,.052208837,36.110359,52,,,,,
1980,MD,5.2590032,.61322081,.30520394,.054655872,36.1422,52,.097790718,5.1612124,.052208837,36.110359,
1981,MD,5.2757101,.59232956,.33096591,.061571125,35,52,.016706944,5.2590032,.054655872,36.1422,.097790718
1982,MD,5.4438262,.61357701,.28981724,.064338237,36.351063,52,.16811609,5.2757101,.061571125,35,.016706944
1983,MD,5.5239944,.62827224,.27225131,.057553958,36.443748,52,.080168247,5.4438262,.064338237,36.351063,.16811609
1984,MD,5.5201588,.64489794,.25714287,.043956045,36.613926,52,-.0038356781,5.5239944,.057553958,36.443748,.080168247
1985,MD,5.6245494,.65426356,.26511627,.046413504,37.383884,52,.10439062,5.5201588,.043956045,36.613926,-.0038356781
1986,MD,5.6172585,.66430593,.25779036,.040076334,36.852879,52,-.0072908401,5.6245494,.046413504,37.383884,.10439062
1987,MD,5.6772323,.7257576,.21363637,.023121387,37.649269,52,.059973717,5.6172585,.040076334,36.852879,-.0072908401
1988,MD,5.7943397,.69322711,.20318726,.055,37.795979,52,.11710739,5.6772323,.023121387,37.649269,.059973717
1989,MD,5.8346543,.71518987,0,.023206752,37.271385,52,.040314674,5.7943397,.055,37.795979,.11710739
1990,MD,5.9205494,.72451192,0,.019522777,38.347305,52,.085895061,5.8346543,.023206752,37.271385,.040314674
1991,MD,5.9784184,.65957445,0,.034042552,38.541935,52,.057868958,5.9205494,.019522777,38.347305,.085895061
1992,MD,6.0217247,.70576543,0,.033797216,38.202816,52,.043306351,5.9784184,.034042552,38.541935,.057868958
1993,MD,5.962851,.73198199,0,.027027028,38.012306,52,-.058873653,6.0217247,.033797216,38.202816,.043306351
1994,MD,6.0354452,.69670331,.19120879,.057065219,37.454258,52,.072594166,5.962851,.027027028,38.012306,-.058873653
1995,MD,6.0535455,.74851483,.16831683,.030952381,37.84127,52,.018100262,6.0354452,.057065219,37.454258,.072594166
1996,MD,6.0962501,.74418604,.16490486,.025316456,36.877842,52,.042704582,6.0535455,.030952381,37.84127,.018100262
1997,MD,6.0767088,.71271932,.1754386,.047872342,36.799999,52,-.019541264,6.0962501,.025316456,36.877842,.042704582
1998,MD,6.1912704,.73708922,.17370892,.036931816,37.859871,52,.11456156,6.0767088,.047872342,36.799999,-.019541264
1999,MD,6.2693381,.76849639,.15274464,.028169014,37.285713,52,.07806778,6.1912704,.036931816,37.859871,.11456156
1979,ME,4.8681407,.54742545,.3306233,.089068823,35.351486,11,,,,,
1980,ME,4.984642,.55088854,.34248787,.083538085,35.123169,11,.11650133,4.8681407,.089068823,35.351486,
1981,ME,5.100893,.52897197,.35887849,.078717202,35.932861,11,.11625099,4.984642,.083538085,35.123169,.11650133
1982,ME,5.0786848,.56685501,.3314501,.067605637,34.209301,11,-.022208214,5.100893,.078717202,35.932861,.11625099
1983,ME,5.1547618,.56380951,.29904762,.073369563,35.513512,11,.076076984,5.0786848,.067605637,34.209301,-.022208214
1984,ME,5.1787138,.57773513,.30710173,.052631579,34.780731,11,.023952007,5.1547618,.073369563,35.513512,.076076984
1985,ME,5.2344146,.60900474,.2843602,.049668875,34.607002,11,.055700779,5.1787138,.052631579,34.780731,.023952007
1986,ME,5.266912,.61200923,.25635105,.04658385,34.384907,11,.032497406,5.2344146,.049668875,34.607002,.055700779
1987,ME,5.405354,.59593678,.25959367,.076219514,35.859848,11,.13844204,5.266912,.04658385,34.384907,.032497406
1988,ME,5.4710069,.65486723,.23230088,.031700287,36.050674,11,.065652847,5.405354,.076219514,35.859848,.13844204
1989,ME,5.5890241,.66524518,0,.036247335,35.820515,11,.1180172,5.4710069,.031700287,36.050674,.065652847
1990,ME,5.632328,.61670238,0,.038543899,36.402779,11,.043303967,5.5890241,.036247335,35.820515,.1180172
1991,ME,5.6807384,.67346936,0,.047619049,35.191917,11,.048410416,5.632328,.038543899,36.402779,.043303967
1992,ME,5.653388,.66438359,0,.061643835,35.474228,11,-.027350426,5.6807384,.047619049,35.191917,.048410416
1993,ME,5.6951699,.64269143,0,.034802783,35.620937,11,.041781902,5.653388,.061643835,35.474228,-.027350426
1994,ME,5.6948304,.65675056,.19908467,.051428571,34.020905,11,-.00033950806,5.6951699,.034802783,35.620937,.041781902
1995,ME,5.7583036,.66273582,.18867925,.040697675,34.69751,11,.063473225,5.6948304,.051428571,34.020905,-.00033950806
1996,ME,5.7727361,.70324188,.16957606,.030030031,34.290779,11,.01443243,5.7583036,.040697675,34.69751,.063473225
1997,ME,5.7931342,.67609257,.19537275,.060702875,34.125477,11,.02039814,5.7727361,.030030031,34.290779,.01443243
1998,ME,5.9083767,.74936712,.12658228,.028985508,34.81419,11,.11524248,5.7931342,.060702875,34.125477,.02039814
1999,ME,5.9116464,.73365617,.16707022,.029069768,31.924093,11,.0032696724,5.9083767,.028985508,34.81419,.11524248
1979,MI,5.0968766,.53426677,.38025054,.068965517,35.612415,34,,,,,
1980,MI,5.1936731,.52816904,.37112677,.10974244,35.216,34,.096796513,5.0968766,.068965517,35.612415,
1981,MI,5.2358766,.51907849,.36213103,.11851016,34.538143,34,.042203426,5.1936731,.10974244,35.216,.096796513
1982,MI,5.3326755,.52487385,.3561644,.13213886,35.107143,34,.096798897,5.2358766,.11851016,34.538143,.042203426
1983,MI,5.2884364,.54673225,.32607168,.10427529,34.111824,34,-.044239044,5.3326755,.13213886,35.107143,.096798897
1984,MI,5.331665,.55916029,.32824427,.10037879,34.773605,34,.043228626,5.2884364,.10427529,34.111824,-.044239044
1985,MI,5.4460654,.55510676,.32833236,.098797254,35.671516,34,.11440039,5.331665,.10037879,34.773605,.043228626
1986,MI,5.5126529,.58282208,.31957614,.074590161,35.827751,34,.066587448,5.4460654,.098797254,35.671516,.11440039
1987,MI,5.5172987,.6023643,.28586781,.068472534,35.780552,34,.0046458244,5.5126529,.074590161,35.827751,.066587448
1988,MI,5.5241451,.61098653,.2954036,.066030234,35.533943,34,.0068464279,5.5172987,.068472534,35.780552,.0046458244
1989,MI,5.6382051,.63329709,0,.036452666,35.983677,34,.11405993,5.5241451,.066030234,35.533943,.0068464279
1990,MI,5.6595974,.63580245,0,.038580246,35.665047,34,.021392345,5.6382051,.036452666,35.983677,.11405993
1991,MI,5.7436714,.61052072,0,.038788524,36.168842,34,.08407402,5.6595974,.038580246,35.665047,.021392345
1992,MI,5.7966237,.62812501,0,.043229166,36.850746,34,.05295229,5.7436714,.038788524,36.168842,.08407402
1993,MI,5.8139119,.64814812,0,.042857144,36.462856,34,.017288208,5.7966237,.043229166,36.850746,.05295229
1994,MI,5.8578243,.6569736,.24340335,.048398577,34.676231,34,.043912411,5.8139119,.042857144,36.462856,.017288208
1995,MI,5.8984098,.66217673,.24515086,.041399002,35.213181,34,.040585518,5.8578243,.048398577,34.676231,.043912411
1996,MI,5.8973432,.65572578,.23924144,.039309684,34.886539,34,-.0010666847,5.8984098,.041399002,35.213181,.040585518
1997,MI,5.9490414,.68294573,.23178294,.030272452,35.079456,34,.051698208,5.8973432,.039309684,34.886539,-.0010666847
1998,MI,6.0184755,.70916033,.21679389,.029239766,34.471474,34,.069434166,5.9490414,.030272452,35.079456,.051698208
1999,MI,6.0702429,.68229169,.24330357,.03048181,35.309704,34,.051767349,6.0184755,.029239766,34.471474,.069434166
1979,MN,4.9998078,.56327158,.34413579,.032941177,34.780823,41,,,,,
1980,MN,5.0537877,.58171743,.30055401,.043564357,33.490475,41,.053979874,4.9998078,.032941177,34.780823,
1981,MN,5.2119331,.62719297,.26754385,.037924152,34.177155,41,.15814543,5.0537877,.043564357,33.490475,.053979874
1982,MN,5.2871819,.62430942,.23204421,.073741004,34.763275,41,.075248718,5.2119331,.037924152,34.177155,.15814543
1983,MN,5.2742963,.60183966,.24835743,.052447554,33.543667,41,-.012885571,5.2871819,.073741004,34.763275,.075248718
1984,MN,5.3796406,.64324325,.24189189,.035650622,34.283615,41,.1053443,5.2742963,.052447554,33.543667,-.012885571
1985,MN,5.3939309,.66858238,.21264368,.048661802,34.120342,41,.014290333,5.3796406,.035650622,34.283615,.1053443
1986,MN,5.5038428,.67054266,.21124031,.041769043,35.531792,41,.10991192,5.3939309,.048661802,34.120342,.014290333
1987,MN,5.5113411,.68937874,.21442886,.033163264,35.555233,41,.0074982643,5.5038428,.041769043,35.531792,.10991192
1988,MN,5.5212245,.67605633,.1750503,.048780486,34.458332,41,.0098834038,5.5113411,.033163264,35.555233,.0074982643
1989,MN,5.6238575,.68034559,0,.041036718,35.263493,41,.102633,5.5212245,.048780486,34.458332,.0098834038
1990,MN,5.730473,.74760991,0,.063097514,36.010231,41,.10661554,5.6238575,.041036718,35.263493,.102633
1991,MN,5.7536106,.72049689,0,.039337475,35.732758,41,.023137569,5.730473,.063097514,36.010231,.10661554
